Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
08/31/2020,Southside,1019,69,37
08/31/2020,Chesapeake,3801,322,47
08/31/2020,Thomas Jefferson,2475,168,50
08/31/2020,Roanoke,1200,44,15
08/31/2020,Eastern Shore,1449,137,48
08/31/2020,Mount Rogers,1955,177,70
08/31/2020,Chickahominy,1235,140,48
08/31/2020,New River,1223,37,9
08/31/2020,Central Virginia,2315,78,18
08/31/2020,Piedmont,1687,127,38
08/31/2020,Lord Fairfax,2805,240,93
08/31/2020,Crater,3174,250,73
08/31/2020,Hampton,1554,54,16
08/31/2020,Alexandria,3378,298,62
08/31/2020,Fairfax,18603,2080,572
08/31/2020,Richmond,3897,375,47
08/31/2020,Arlington,3555,467,138
08/31/2020,Rappahannock Rapidan,2285,150,30
08/31/2020,Rappahannock,4450,348,62
08/31/2020,Pittsylvania-Danville,1376,95,20
08/31/2020,Prince William,13206,1033,215
08/31/2020,Cumberland Plateau,548,48,7
08/31/2020,Portsmouth,2213,175,34
08/31/2020,Virginia Beach,6028,321,68
08/31/2020,West Piedmont,1608,197,34
08/31/2020,Three Rivers,1287,93,20
08/31/2020,Alleghany,1178,58,19
08/31/2020,Lenowisco,709,60,12
08/31/2020,Norfolk,4394,285,52
08/31/2020,Western Tidewater,2836,161,91
08/31/2020,Henrico,4608,379,192
08/31/2020,Central Shenandoah,3366,234,62
08/31/2020,Loudoun,5979,384,118
08/31/2020,Chesterfield,5455,304,108
08/31/2020,Peninsula,3743,181,55
09/01/2020,Southside,1036,69,37
09/01/2020,Chesapeake,3811,328,48
09/01/2020,Thomas Jefferson,2490,170,50
09/01/2020,Roanoke,1201,45,15
09/01/2020,Eastern Shore,1452,136,48
09/01/2020,Mount Rogers,1994,182,73
09/01/2020,Chickahominy,1252,140,48
09/01/2020,New River,1335,37,9
09/01/2020,Central Virginia,2357,78,19
09/01/2020,Piedmont,1712,127,39
09/01/2020,Lord Fairfax,2818,246,94
09/01/2020,Crater,3196,250,76
09/01/2020,Hampton,1562,54,16
09/01/2020,Alexandria,3395,298,62
09/01/2020,Fairfax,18696,2082,574
09/01/2020,Richmond,3920,374,49
09/01/2020,Arlington,3560,466,140
09/01/2020,Rappahannock Rapidan,2300,152,30
09/01/2020,Rappahannock,4489,351,62
09/01/2020,Pittsylvania-Danville,1391,98,20
09/01/2020,Prince William,13282,1038,216
09/01/2020,Cumberland Plateau,550,48,8
09/01/2020,Portsmouth,2234,180,36
09/01/2020,Virginia Beach,6049,321,69
09/01/2020,West Piedmont,1622,198,34
09/01/2020,Three Rivers,1290,94,20
09/01/2020,Alleghany,1182,61,22
09/01/2020,Lenowisco,724,62,12
09/01/2020,Norfolk,4406,288,55
09/01/2020,Western Tidewater,2891,161,91
09/01/2020,Henrico,4651,381,193
09/01/2020,Central Shenandoah,3464,235,62
09/01/2020,Loudoun,6008,387,118
09/01/2020,Chesterfield,5524,303,110
09/01/2020,Peninsula,3771,181,57
09/02/2020,Southside,1052,71,37
09/02/2020,Chesapeake,3826,334,49
09/02/2020,Thomas Jefferson,2515,170,53
09/02/2020,Roanoke,1203,45,15
09/02/2020,Eastern Shore,1452,136,48
09/02/2020,Mount Rogers,2037,187,74
09/02/2020,Chickahominy,1260,143,48
09/02/2020,New River,1446,37,9
09/02/2020,Central Virginia,2385,80,19
09/02/2020,Piedmont,1725,127,39
09/02/2020,Lord Fairfax,2832,248,97
09/02/2020,Crater,3228,253,77
09/02/2020,Hampton,1570,54,16
09/02/2020,Alexandria,3415,300,62
09/02/2020,Fairfax,18793,2086,575
09/02/2020,Richmond,3950,373,49
09/02/2020,Arlington,3569,469,141
09/02/2020,Rappahannock Rapidan,2310,152,31
09/02/2020,Rappahannock,4520,352,63
09/02/2020,Pittsylvania-Danville,1407,100,20
09/02/2020,Prince William,13328,1041,218
09/02/2020,Cumberland Plateau,554,48,8
09/02/2020,Portsmouth,2242,186,41
09/02/2020,Virginia Beach,6081,324,70
09/02/2020,West Piedmont,1642,200,36
09/02/2020,Three Rivers,1298,94,20
09/02/2020,Alleghany,1185,62,22
09/02/2020,Lenowisco,731,63,12
09/02/2020,Norfolk,4429,291,57
09/02/2020,Western Tidewater,2914,161,93
09/02/2020,Henrico,4670,381,194
09/02/2020,Central Shenandoah,3551,236,62
09/02/2020,Loudoun,6053,389,118
09/02/2020,Chesterfield,5566,304,110
09/02/2020,Peninsula,3803,181,58
09/03/2020,Southside,1068,71,37
09/03/2020,Chesapeake,3859,339,49
09/03/2020,Thomas Jefferson,2562,171,56
09/03/2020,Roanoke,1199,46,15
09/03/2020,Eastern Shore,1455,136,48
09/03/2020,Mount Rogers,2072,189,75
09/03/2020,Chickahominy,1280,143,48
09/03/2020,New River,1534,37,9
09/03/2020,Central Virginia,2434,81,19
09/03/2020,Piedmont,1733,127,40
09/03/2020,Lord Fairfax,2840,250,97
09/03/2020,Crater,3260,253,78
09/03/2020,Hampton,1589,54,16
09/03/2020,Alexandria,3436,301,62
09/03/2020,Fairfax,18858,2100,576
09/03/2020,Richmond,4027,376,49
09/03/2020,Arlington,3587,470,141
09/03/2020,Rappahannock Rapidan,2323,154,31
09/03/2020,Rappahannock,4552,354,62
09/03/2020,Pittsylvania-Danville,1437,104,20
09/03/2020,Prince William,13414,1045,219
09/03/2020,Cumberland Plateau,558,48,9
09/03/2020,Portsmouth,2258,188,42
09/03/2020,Virginia Beach,6128,326,70
09/03/2020,West Piedmont,1664,200,36
09/03/2020,Three Rivers,1317,94,20
09/03/2020,Alleghany,1207,62,22
09/03/2020,Lenowisco,744,65,12
09/03/2020,Norfolk,4450,300,59
09/03/2020,Western Tidewater,2961,161,93
09/03/2020,Henrico,4707,383,194
09/03/2020,Central Shenandoah,3620,237,62
09/03/2020,Loudoun,6077,391,118
09/03/2020,Chesterfield,5606,304,110
09/03/2020,Peninsula,3852,181,58
09/04/2020,Southside,1098,71,37
09/04/2020,Chesapeake,3887,342,49
09/04/2020,Thomas Jefferson,2597,171,57
09/04/2020,Roanoke,1220,50,15
09/04/2020,Eastern Shore,1455,136,48
09/04/2020,Mount Rogers,2114,191,75
09/04/2020,Chickahominy,1296,144,48
09/04/2020,New River,1668,37,9
09/04/2020,Central Virginia,2481,84,19
09/04/2020,Piedmont,1742,127,40
09/04/2020,Lord Fairfax,2846,253,97
09/04/2020,Crater,3289,252,79
09/04/2020,Hampton,1603,54,16
09/04/2020,Alexandria,3459,302,62
09/04/2020,Fairfax,18930,2103,576
09/04/2020,Richmond,4052,381,49
09/04/2020,Arlington,3605,472,142
09/04/2020,Rappahannock Rapidan,2337,156,31
09/04/2020,Rappahannock,4579,359,65
09/04/2020,Pittsylvania-Danville,1474,104,20
09/04/2020,Prince William,13483,1046,219
09/04/2020,Cumberland Plateau,563,49,9
09/04/2020,Portsmouth,2269,191,42
09/04/2020,Virginia Beach,6160,327,71
09/04/2020,West Piedmont,1691,203,36
09/04/2020,Three Rivers,1332,94,20
09/04/2020,Alleghany,1224,63,23
09/04/2020,Lenowisco,756,66,12
09/04/2020,Norfolk,4468,301,59
09/04/2020,Western Tidewater,2998,162,94
09/04/2020,Henrico,4738,386,194
09/04/2020,Central Shenandoah,3683,239,63
09/04/2020,Loudoun,6146,394,118
09/04/2020,Chesterfield,5634,307,110
09/04/2020,Peninsula,3902,181,58
09/05/2020,Southside,1120,72,39
09/05/2020,Chesapeake,3899,342,49
09/05/2020,Thomas Jefferson,2624,171,57
09/05/2020,Roanoke,1235,51,15
09/05/2020,Eastern Shore,1456,136,48
09/05/2020,Mount Rogers,2161,192,75
09/05/2020,Chickahominy,1306,144,48
09/05/2020,New River,1750,38,9
09/05/2020,Central Virginia,2513,84,19
09/05/2020,Piedmont,1750,127,40
09/05/2020,Lord Fairfax,2849,253,98
09/05/2020,Crater,3312,254,80
09/05/2020,Hampton,1614,55,16
09/05/2020,Alexandria,3476,302,62
09/05/2020,Fairfax,19068,2107,576
09/05/2020,Richmond,4099,384,49
09/05/2020,Arlington,3620,476,143
09/05/2020,Rappahannock Rapidan,2342,160,37
09/05/2020,Rappahannock,4608,362,65
09/05/2020,Pittsylvania-Danville,1485,105,21
09/05/2020,Prince William,13530,1049,219
09/05/2020,Cumberland Plateau,569,49,9
09/05/2020,Portsmouth,2277,193,43
09/05/2020,Virginia Beach,6183,327,71
09/05/2020,West Piedmont,1730,205,36
09/05/2020,Three Rivers,1343,94,20
09/05/2020,Alleghany,1234,65,23
09/05/2020,Lenowisco,766,67,13
09/05/2020,Norfolk,4481,308,60
09/05/2020,Western Tidewater,3026,163,94
09/05/2020,Henrico,4757,387,194
09/05/2020,Central Shenandoah,3780,243,63
09/05/2020,Loudoun,6166,394,118
09/05/2020,Chesterfield,5678,309,110
09/05/2020,Peninsula,3920,181,58
09/06/2020,Southside,1140,73,39
09/06/2020,Chesapeake,3932,344,50
09/06/2020,Thomas Jefferson,2664,171,57
09/06/2020,Roanoke,1267,52,15
09/06/2020,Eastern Shore,1457,136,48
09/06/2020,Mount Rogers,2210,194,75
09/06/2020,Chickahominy,1319,144,48
09/06/2020,New River,1925,38,9
09/06/2020,Central Virginia,2548,84,19
09/06/2020,Piedmont,1752,127,40
09/06/2020,Lord Fairfax,2862,253,98
09/06/2020,Crater,3360,254,80
09/06/2020,Hampton,1628,57,16
09/06/2020,Alexandria,3500,302,62
09/06/2020,Fairfax,19174,2110,576
09/06/2020,Richmond,4135,387,49
09/06/2020,Arlington,3632,476,143
09/06/2020,Rappahannock Rapidan,2358,160,37
09/06/2020,Rappahannock,4640,364,65
09/06/2020,Pittsylvania-Danville,1530,106,21
09/06/2020,Prince William,13630,1051,219
09/06/2020,Cumberland Plateau,575,49,9
09/06/2020,Portsmouth,2283,194,43
09/06/2020,Virginia Beach,6223,328,71
09/06/2020,West Piedmont,1744,205,36
09/06/2020,Three Rivers,1360,94,20
09/06/2020,Alleghany,1255,65,23
09/06/2020,Lenowisco,783,69,13
09/06/2020,Norfolk,4484,308,60
09/06/2020,Western Tidewater,3050,166,94
09/06/2020,Henrico,4795,390,194
09/06/2020,Central Shenandoah,3870,244,63
09/06/2020,Loudoun,6198,394,118
09/06/2020,Chesterfield,5685,311,110
09/06/2020,Peninsula,3958,181,58
09/07/2020,Southside,1142,74,39
09/07/2020,Chesapeake,3946,346,50
09/07/2020,Thomas Jefferson,2675,172,57
09/07/2020,Roanoke,1305,52,15
09/07/2020,Eastern Shore,1457,136,48
09/07/2020,Mount Rogers,2266,196,75
09/07/2020,Chickahominy,1332,144,48
09/07/2020,New River,1949,38,9
09/07/2020,Central Virginia,2568,86,19
09/07/2020,Piedmont,1762,127,40
09/07/2020,Lord Fairfax,2872,254,98
09/07/2020,Crater,3368,254,80
09/07/2020,Hampton,1629,57,16
09/07/2020,Alexandria,3511,302,62
09/07/2020,Fairfax,19246,2111,576
09/07/2020,Richmond,4153,389,49
09/07/2020,Arlington,3640,476,143
09/07/2020,Rappahannock Rapidan,2370,160,40
09/07/2020,Rappahannock,4658,364,65
09/07/2020,Pittsylvania-Danville,1538,108,23
09/07/2020,Prince William,13672,1053,219
09/07/2020,Cumberland Plateau,578,49,9
09/07/2020,Portsmouth,2286,194,43
09/07/2020,Virginia Beach,6226,328,71
09/07/2020,West Piedmont,1753,205,36
09/07/2020,Three Rivers,1365,94,20
09/07/2020,Alleghany,1281,65,23
09/07/2020,Lenowisco,790,69,13
09/07/2020,Norfolk,4533,308,60
09/07/2020,Western Tidewater,3067,167,94
09/07/2020,Henrico,4806,390,194
09/07/2020,Central Shenandoah,3941,245,63
09/07/2020,Loudoun,6223,395,118
09/07/2020,Chesterfield,5690,311,110
09/07/2020,Peninsula,3973,183,59
09/08/2020,Southside,1161,74,39
09/08/2020,Chesapeake,3962,348,50
09/08/2020,Thomas Jefferson,2688,174,57
09/08/2020,Roanoke,1306,52,15
09/08/2020,Eastern Shore,1458,136,48
09/08/2020,Mount Rogers,2292,198,76
09/08/2020,Chickahominy,1349,146,48
09/08/2020,New River,1982,38,9
09/08/2020,Central Virginia,2571,88,19
09/08/2020,Piedmont,1778,127,40
09/08/2020,Lord Fairfax,2883,254,98
09/08/2020,Crater,3383,254,80
09/08/2020,Hampton,1651,57,16
09/08/2020,Alexandria,3527,302,62
09/08/2020,Fairfax,19326,2114,577
09/08/2020,Richmond,4176,390,49
09/08/2020,Arlington,3656,478,143
09/08/2020,Rappahannock Rapidan,2381,160,40
09/08/2020,Rappahannock,4683,366,65
09/08/2020,Pittsylvania-Danville,1555,108,23
09/08/2020,Prince William,13722,1054,219
09/08/2020,Cumberland Plateau,587,49,9
09/08/2020,Portsmouth,2309,195,43
09/08/2020,Virginia Beach,6227,328,71
09/08/2020,West Piedmont,1757,206,36
09/08/2020,Three Rivers,1375,94,20
09/08/2020,Alleghany,1283,66,23
09/08/2020,Lenowisco,794,70,13
09/08/2020,Norfolk,4537,310,60
09/08/2020,Western Tidewater,3089,168,94
09/08/2020,Henrico,4844,390,194
09/08/2020,Central Shenandoah,4121,246,63
09/08/2020,Loudoun,6263,396,118
09/08/2020,Chesterfield,5735,313,110
09/08/2020,Peninsula,3996,183,59
09/09/2020,Southside,1184,74,39
09/09/2020,Chesapeake,3982,349,50
09/09/2020,Thomas Jefferson,2715,174,58
09/09/2020,Roanoke,1312,53,15
09/09/2020,Eastern Shore,1459,137,48
09/09/2020,Mount Rogers,2304,199,76
09/09/2020,Chickahominy,1363,146,48
09/09/2020,New River,2058,39,9
09/09/2020,Central Virginia,2606,89,19
09/09/2020,Piedmont,1786,127,40
09/09/2020,Lord Fairfax,2885,257,98
09/09/2020,Crater,3441,256,80
09/09/2020,Hampton,1661,57,16
09/09/2020,Alexandria,3546,302,62
09/09/2020,Fairfax,19369,2120,580
09/09/2020,Richmond,4198,393,49
09/09/2020,Arlington,3679,480,143
09/09/2020,Rappahannock Rapidan,2398,162,42
09/09/2020,Rappahannock,4733,368,65
09/09/2020,Pittsylvania-Danville,1567,109,23
09/09/2020,Prince William,13793,1057,219
09/09/2020,Cumberland Plateau,593,49,9
09/09/2020,Portsmouth,2324,217,43
09/09/2020,Virginia Beach,6305,335,71
09/09/2020,West Piedmont,1767,209,36
09/09/2020,Three Rivers,1384,95,20
09/09/2020,Alleghany,1290,66,23
09/09/2020,Lenowisco,798,70,13
09/09/2020,Norfolk,4545,312,60
09/09/2020,Western Tidewater,3111,168,94
09/09/2020,Henrico,4872,392,195
09/09/2020,Central Shenandoah,4205,246,64
09/09/2020,Loudoun,6273,399,118
09/09/2020,Chesterfield,5777,319,113
09/09/2020,Peninsula,4006,183,59
09/10/2020,Southside,1196,74,39
09/10/2020,Chesapeake,4007,352,50
09/10/2020,Thomas Jefferson,2743,175,58
09/10/2020,Roanoke,1329,54,15
09/10/2020,Eastern Shore,1460,137,48
09/10/2020,Mount Rogers,2325,200,77
09/10/2020,Chickahominy,1495,147,48
09/10/2020,New River,2147,43,10
09/10/2020,Central Virginia,2633,91,19
09/10/2020,Piedmont,1799,128,40
09/10/2020,Lord Fairfax,2894,256,98
09/10/2020,Crater,3472,259,80
09/10/2020,Hampton,1687,57,16
09/10/2020,Alexandria,3558,303,62
09/10/2020,Fairfax,19474,2123,580
09/10/2020,Richmond,4220,394,50
09/10/2020,Arlington,3687,481,144
09/10/2020,Rappahannock Rapidan,2408,163,43
09/10/2020,Rappahannock,4778,370,65
09/10/2020,Pittsylvania-Danville,1590,109,23
09/10/2020,Prince William,13869,1061,223
09/10/2020,Cumberland Plateau,606,49,9
09/10/2020,Portsmouth,2337,236,45
09/10/2020,Virginia Beach,6345,335,71
09/10/2020,West Piedmont,1793,220,36
09/10/2020,Three Rivers,1404,96,20
09/10/2020,Alleghany,1312,67,23
09/10/2020,Lenowisco,810,70,13
09/10/2020,Norfolk,4577,319,60
09/10/2020,Western Tidewater,3151,168,94
09/10/2020,Henrico,4925,395,195
09/10/2020,Central Shenandoah,4292,247,64
09/10/2020,Loudoun,6327,402,118
09/10/2020,Chesterfield,5834,321,113
09/10/2020,Peninsula,4041,183,59
09/11/2020,Southside,1219,75,39
09/11/2020,Chesapeake,4026,357,49
09/11/2020,Thomas Jefferson,2796,176,58
09/11/2020,Roanoke,1359,55,15
09/11/2020,Eastern Shore,1462,137,48
09/11/2020,Mount Rogers,2350,203,77
09/11/2020,Chickahominy,1530,149,49
09/11/2020,New River,2239,44,10
09/11/2020,Central Virginia,2686,92,19
09/11/2020,Piedmont,1824,129,40
09/11/2020,Lord Fairfax,2905,257,98
09/11/2020,Crater,3480,260,80
09/11/2020,Hampton,1690,57,16
09/11/2020,Alexandria,3577,304,62
09/11/2020,Fairfax,19553,2124,581
09/11/2020,Richmond,4259,395,50
09/11/2020,Arlington,3700,481,144
09/11/2020,Rappahannock Rapidan,2423,165,43
09/11/2020,Rappahannock,4822,371,65
09/11/2020,Pittsylvania-Danville,1607,113,23
09/11/2020,Prince William,13967,1061,223
09/11/2020,Cumberland Plateau,617,49,9
09/11/2020,Portsmouth,2343,249,45
09/11/2020,Virginia Beach,6368,336,71
09/11/2020,West Piedmont,1813,222,36
09/11/2020,Three Rivers,1436,99,20
09/11/2020,Alleghany,1331,67,23
09/11/2020,Lenowisco,821,70,13
09/11/2020,Norfolk,4612,327,61
09/11/2020,Western Tidewater,3175,169,94
09/11/2020,Henrico,4966,397,195
09/11/2020,Central Shenandoah,4373,249,65
09/11/2020,Loudoun,6377,408,118
09/11/2020,Chesterfield,5886,325,113
09/11/2020,Peninsula,4048,183,59
09/12/2020,Southside,1232,76,39
09/12/2020,Chesapeake,4048,364,49
09/12/2020,Thomas Jefferson,2842,177,58
09/12/2020,Roanoke,1365,56,15
09/12/2020,Eastern Shore,1462,137,48
09/12/2020,Mount Rogers,2391,206,79
09/12/2020,Chickahominy,1550,150,49
09/12/2020,New River,2412,49,10
09/12/2020,Central Virginia,2732,93,19
09/12/2020,Piedmont,1838,129,40
09/12/2020,Lord Fairfax,2920,257,98
09/12/2020,Crater,3514,261,80
09/12/2020,Hampton,1706,58,17
09/12/2020,Alexandria,3594,305,62
09/12/2020,Fairfax,19688,2131,582
09/12/2020,Richmond,4291,396,50
09/12/2020,Arlington,3710,481,145
09/12/2020,Rappahannock Rapidan,2442,165,43
09/12/2020,Rappahannock,4876,373,65
09/12/2020,Pittsylvania-Danville,1630,118,23
09/12/2020,Prince William,14054,1063,223
09/12/2020,Cumberland Plateau,627,49,9
09/12/2020,Portsmouth,2373,255,45
09/12/2020,Virginia Beach,6421,337,72
09/12/2020,West Piedmont,1828,224,36
09/12/2020,Three Rivers,1463,100,22
09/12/2020,Alleghany,1343,67,23
09/12/2020,Lenowisco,827,70,15
09/12/2020,Norfolk,4630,333,61
09/12/2020,Western Tidewater,3218,170,95
09/12/2020,Henrico,5000,396,195
09/12/2020,Central Shenandoah,4485,250,65
09/12/2020,Loudoun,6409,410,118
09/12/2020,Chesterfield,5941,329,113
09/12/2020,Peninsula,4078,183,59
09/13/2020,Southside,1254,76,39
09/13/2020,Chesapeake,4067,365,49
09/13/2020,Thomas Jefferson,2859,178,58
09/13/2020,Roanoke,1373,57,15
09/13/2020,Eastern Shore,1463,137,48
09/13/2020,Mount Rogers,2447,212,81
09/13/2020,Chickahominy,1580,150,49
09/13/2020,New River,2479,49,10
09/13/2020,Central Virginia,2759,93,19
09/13/2020,Piedmont,1839,129,40
09/13/2020,Lord Fairfax,2931,257,98
09/13/2020,Crater,3514,261,80
09/13/2020,Hampton,1714,58,17
09/13/2020,Alexandria,3602,305,62
09/13/2020,Fairfax,19796,2135,582
09/13/2020,Richmond,4317,396,50
09/13/2020,Arlington,3727,484,145
09/13/2020,Rappahannock Rapidan,2459,165,43
09/13/2020,Rappahannock,4907,374,65
09/13/2020,Pittsylvania-Danville,1651,119,23
09/13/2020,Prince William,14120,1067,223
09/13/2020,Cumberland Plateau,635,49,9
09/13/2020,Portsmouth,2391,255,45
09/13/2020,Virginia Beach,6453,337,72
09/13/2020,West Piedmont,1828,224,36
09/13/2020,Three Rivers,1476,100,22
09/13/2020,Alleghany,1355,69,23
09/13/2020,Lenowisco,832,70,15
09/13/2020,Norfolk,4647,333,61
09/13/2020,Western Tidewater,3261,171,95
09/13/2020,Henrico,5037,396,195
09/13/2020,Central Shenandoah,4503,250,65
09/13/2020,Loudoun,6443,410,118
09/13/2020,Chesterfield,5983,330,113
09/13/2020,Peninsula,4112,183,59
09/14/2020,Southside,1259,76,39
09/14/2020,Chesapeake,4086,372,49
09/14/2020,Thomas Jefferson,2880,180,58
09/14/2020,Roanoke,1391,57,15
09/14/2020,Eastern Shore,1465,137,48
09/14/2020,Mount Rogers,2463,213,82
09/14/2020,Chickahominy,1617,150,49
09/14/2020,New River,2591,49,10
09/14/2020,Central Virginia,2778,93,22
09/14/2020,Piedmont,1841,129,40
09/14/2020,Lord Fairfax,2939,261,99
09/14/2020,Crater,3539,263,80
09/14/2020,Hampton,1723,58,17
09/14/2020,Alexandria,3613,305,62
09/14/2020,Fairfax,19854,2140,582
09/14/2020,Richmond,4336,399,50
09/14/2020,Arlington,3741,487,145
09/14/2020,Rappahannock Rapidan,2471,165,43
09/14/2020,Rappahannock,4922,374,65
09/14/2020,Pittsylvania-Danville,1662,123,27
09/14/2020,Prince William,14147,1067,223
09/14/2020,Cumberland Plateau,635,49,9
09/14/2020,Portsmouth,2391,255,45
09/14/2020,Virginia Beach,6482,342,72
09/14/2020,West Piedmont,1842,224,38
09/14/2020,Three Rivers,1495,102,23
09/14/2020,Alleghany,1370,69,23
09/14/2020,Lenowisco,835,70,15
09/14/2020,Norfolk,4651,333,61
09/14/2020,Western Tidewater,3336,180,98
09/14/2020,Henrico,5068,396,198
09/14/2020,Central Shenandoah,4568,251,65
09/14/2020,Loudoun,6449,411,118
09/14/2020,Chesterfield,6001,330,114
09/14/2020,Peninsula,4130,183,59
09/15/2020,Southside,1264,77,40
09/15/2020,Chesapeake,4096,373,53
09/15/2020,Thomas Jefferson,2883,180,61
09/15/2020,Roanoke,1394,57,15
09/15/2020,Eastern Shore,1465,137,48
09/15/2020,Mount Rogers,2492,213,87
09/15/2020,Chickahominy,1684,152,49
09/15/2020,New River,2643,50,11
09/15/2020,Central Virginia,2803,97,25
09/15/2020,Piedmont,1870,129,41
09/15/2020,Lord Fairfax,2954,261,104
09/15/2020,Crater,3556,263,88
09/15/2020,Hampton,1730,58,19
09/15/2020,Alexandria,3615,305,65
09/15/2020,Fairfax,19930,2135,583
09/15/2020,Richmond,4363,401,55
09/15/2020,Arlington,3759,487,145
09/15/2020,Rappahannock Rapidan,2483,168,46
09/15/2020,Rappahannock,4942,375,69
09/15/2020,Pittsylvania-Danville,1681,125,27
09/15/2020,Prince William,14231,1071,225
09/15/2020,Cumberland Plateau,640,50,9
09/15/2020,Portsmouth,2424,258,46
09/15/2020,Virginia Beach,6523,349,74
09/15/2020,West Piedmont,1864,225,48
09/15/2020,Three Rivers,1515,102,27
09/15/2020,Alleghany,1375,70,23
09/15/2020,Lenowisco,839,71,17
09/15/2020,Norfolk,4676,337,66
09/15/2020,Western Tidewater,3375,180,103
09/15/2020,Henrico,5079,398,203
09/15/2020,Central Shenandoah,4693,253,68
09/15/2020,Loudoun,6489,414,119
09/15/2020,Chesterfield,6040,333,115
09/15/2020,Peninsula,4144,183,65
09/16/2020,Southside,1282,77,40
09/16/2020,Chesapeake,4119,379,55
09/16/2020,Thomas Jefferson,2943,180,62
09/16/2020,Roanoke,1413,57,15
09/16/2020,Eastern Shore,1465,137,49
09/16/2020,Mount Rogers,2502,216,89
09/16/2020,Chickahominy,1693,155,49
09/16/2020,New River,2700,50,12
09/16/2020,Central Virginia,2827,101,28
09/16/2020,Piedmont,1876,129,42
09/16/2020,Lord Fairfax,2962,262,106
09/16/2020,Crater,3569,263,93
09/16/2020,Hampton,1736,58,20
09/16/2020,Alexandria,3628,305,66
09/16/2020,Fairfax,20035,2142,585
09/16/2020,Richmond,4384,403,55
09/16/2020,Arlington,3779,488,146
09/16/2020,Rappahannock Rapidan,2501,168,46
09/16/2020,Rappahannock,4966,376,70
09/16/2020,Pittsylvania-Danville,1704,125,29
09/16/2020,Prince William,14277,1073,228
09/16/2020,Cumberland Plateau,651,51,9
09/16/2020,Portsmouth,2427,262,47
09/16/2020,Virginia Beach,6515,349,76
09/16/2020,West Piedmont,1883,227,54
09/16/2020,Three Rivers,1541,103,27
09/16/2020,Alleghany,1392,70,23
09/16/2020,Lenowisco,843,71,17
09/16/2020,Norfolk,4685,338,66
09/16/2020,Western Tidewater,3413,180,104
09/16/2020,Henrico,5120,403,205
09/16/2020,Central Shenandoah,4746,255,69
09/16/2020,Loudoun,6523,417,119
09/16/2020,Chesterfield,6077,336,118
09/16/2020,Peninsula,4182,183,65
09/17/2020,Southside,1306,79,40
09/17/2020,Chesapeake,4141,381,58
09/17/2020,Thomas Jefferson,3027,181,63
09/17/2020,Roanoke,1447,61,16
09/17/2020,Eastern Shore,1467,137,49
09/17/2020,Mount Rogers,2518,219,92
09/17/2020,Chickahominy,1707,156,49
09/17/2020,New River,2740,50,12
09/17/2020,Central Virginia,2867,102,30
09/17/2020,Piedmont,1894,129,43
